CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE
1.6475,0,8.8,713.7,0.25,0.48,6.426,0,0.12,0.52,0.07,3591,0.6,28,0.88,35.5,43.3,342,3,3.99,1.45,6.6,341,4.25,0.004
1.6475,34,9.5,674.6,0.06,0.5,6.309,0,0.28,0.54,0.52,2200,5.1,37,0.79,25.125,50.7,382,4,4.81,1.89,3.3,356,4.25,0.004
1.6475,159,2.6,302.3,0.36,0.68,1.815,0,0.28,0,1.88,607,1.9,46,0.99,24.5,24.5,160,3,7.09,2.48,1.3,460,4.25,0.004
0.945,167.6,2.1,209.25,0.31,0.535,0.595,0,0.185,0,1.395,370,1.7,30.5,0.615,25.125,12.95,179.5,2,6.98,2.475,0.95,403,4.25,0.004
1.6475,136.4,10.4,668.85,0.22,0.81,4.958,0.0178,0.085,0.625,0.745,2044,4.95,31.5,1.065,24.75,31.05,300,2.5,5.72,3.365,3.9,271,4.25,0.004
1.6475,13.4,4.9,460.5,0.03,0.38,3.913,0,0.07,0.3,1.11,1674,3.7,0,0.62,17.5,29.8,316,1,4.64,1.37,2.8,113,4.25,0.004
1.6475,141.2,2.3,292.5,0.3,0.58,2.169,0,0.25,0.02,1.5,736,2.1,48,0.89,22.9,17.4,155,4,6.64,2.12,1.7,425,4.25,0.004
1.78,141.4,2.2,275.2,0.48,0.77,2.288,0,0.22,0,1.74,692,2.2,39.15,1.26,25.125,13.6,152,4,6.84,2.66,1.1,454.25,2.75,0.004
1.6475,196.4,13,734.1,0.32,0.99,5.613,0.0181,0.1,0.79,0.47,2175,8.5,35,1.22,28,20.5,315,2,6.02,3.98,2.5,315,4.25,0.004
1.6475,0,7.3,616.3,0.25,0.36,4.281,0.0145,0.07,0.48,0.14,2873,0.9,12,0.75,32.5,31,317,1,4.34,1.08,5.8,184,4.25,0.004
1.6475,20.6,6.3,465,0.03,0.43,4.43,0,0.06,0.39,0.88,1629,2.7,25,0.75,17,24,330,1,4.81,1.57,2.3,149,4.25,0.004
1.6475,136.3,2.5,279.5,0.335,0.64,2.2075,0,0.195,0.02,1.58,749,2.1,61.5,0.93,22.5,15.6,156,3.5,6.75,2.29,1.35,502.5,4.25,0.004
1.56,117.4,3.4,349.9,0.27,0.67,0.793,0,0.15,0.03,1.07,601,2.7,46,0.59,25.125,12.6,122,2,6.76,1.67,0.7,446,4.25,0.004
1.6475,0,8.7,687.75,0.2,0.395,4.4245,0.01505,0.075,0.52,0.105,3216.5,0.3,18,0.79,34,30.45,298.5,2,4.05,1.18,6.85,152,4.25,0.004
1.6475,24.2,7.6,550.6,0.07,0.4,4.624,0,0.16,0.4,0.73,1812,2.9,0,0.76,17.9,13.8,283,2,4.74,1.46,2.3,117,4.25,0.004
1.6475,144,3.6,273.2,0.33,0.62,2.303,0,0.2,0,1.62,732,0.4,54,0.92,22.5,31.4,145,4,6.76,2.22,0.8,447,4.25,0.004
1.6475,375.2,25,256.4,0.66,1.56,6.409,0.0161,0.29,1.28,0.42,2226,56.8,34,1.67,43,37.5,395,4,6.56,6.3,2.8,530,4.25,0.004
1.6475,0,10.2,874.9,0.26,0.47,5.67,0.017,0.09,0.65,0.06,3628,2.2,0,0.9,31.5,37.2,216,2,4.11,1.52,7.5,171,4.25,0.004
1.6475,39.8,9.1,502.4,0.03,0.4,4.93,0,0.08,0.5,0.52,1731,4.9,28,0.75,16.5,27.1,281,2,4.96,1.5,2.6,260,4.25,0.004
1.6475,240.2,2.6,294.7,0.33,0.62,2.307,0,0.25,0,1.64,782,6.1,43,0.92,22.5,16.6,132,3,6.98,2.32,1.4,574,4.25,0.004
0.97,169.4,2.4,252.2,0.33,0.53,0.622,0,0.2,0,1.3,400,3.2,27,0.64,25.125,8.7,171,3,6.98,2.39,0.1,405,5,0.004
2.528,145.6,17.1,306.6,0.35,0.63,2.346,0,0.21,0,1.65,781,6,43,0.93,25.125,12,143,3,6.89,2.34,0.8,469,3,0.004
1.155,119.7,2.4,260.1,0.3,0.71,0.779,0,0.165,0.02,1.105,609,1.45,43,0.63,25.125,15.55,132.5,3,6.89,1.86,0.6,423.5,4.25,0.004
1.6475,358.3,22.35,674.9,0.55,1.485,6.036,0.0151,0.15,1.225,0.305,2234.5,42.15,40.5,1.54,43.5,70.2,456.5,4,6.49,5.98,4.25,596.5,4.25,0.004
1.6475,144.2,3.1,291.2,0.34,0.63,2.234,0,0.23,0,1.66,765,1.2,96,0.94,23.5,40.2,141,4,6.98,2.34,1.1,798,4.25,0.004
1.6475,360.8,21.3,679.6,0.64,1.44,6.019,0.0184,0.17,1.08,0.29,2148,42.3,40,1.56,42,26.9,456,5,6.37,5.82,4.2,706,4.25,0.004
1.6475,54.4,13.4,524.1,0.17,0.44,4.794,0.0163,0.12,0.53,0.98,1599,4.3,100,0.83,17.5,19.8,299,9,5.12,1.66,3.1,905,4.25,0.004
1.6475,133.4,2.7,256.85,0.33,0.62,2.2165,0,0.205,0,1.56,726.5,2.65,42.5,0.95,22.25,14.75,127,2,6.95,2.335,1.4,658,4.25,0.004
3.39,144,2.8,243.8,0.35,0.65,2.279,0,0.24,0.02,1.61,719,2.1,0,0.97,25.125,13.8,139,1,6.83,2.47,0.9,463,4.25,0.004
1.39,123,7.6,267.5,0.28,0.7,0.743,0,0.15,0,1.04,592,2,0,0.63,25.125,19,120,2,6.88,1.92,0.4,363,4.25,0.004
1.6475,318.8,18,645.7,0.57,1.28,6.853,0.0168,0.2,0.83,0.6,1766,43,38,1.56,40,39,392,5,6.44,5.23,2.8,544,4.25,0.004
1.6475,0,12.3,721.8,0.19,0.6,6.371,0.0213,0.16,0.76,0.16,4223,10,22,0.96,38.5,64,306,4,4.06,2,6.8,305,4.25,0.004
1.6475,38.2,11.1,556.2,0.06,0.45,6.364,0,0.19,0.54,0.71,1985,34,21,0.8,25.125,55,405,3,4.95,1.77,1.7,241,4.25,0.004
1.6475,146.8,3.3,254.15,0.33,0.595,2.2585,0,0.21,0,1.585,705.5,8,53.5,0.93,23,28,135,3.5,6.03,2.34,0,593.5,4.25,0.004
1.6475,283.8,15.1,629.2,0.44,1.17,6.941,0.0173,0.13,0.77,0.77,1781,52.6,23,1.6,36.5,29.4,363,4,6.28,4.82,3.1,443,4.25,0.004
1.6475,0,9.9,745.8,0.19,0.6,4.604,0.0213,0.12,0.66,0.11,4404,1.8,0,0.88,42.5,42.5,311,2,3.87,1.96,6.3,220,4.25,0.004
1.6475,146.3,3.15,255.2,0.33,0.595,2.1295,0,0.225,0,1.655,726.5,3.1,67,0.925,23.25,18.85,128.5,3.5,6.99,2.37,1.45,782.5,4.25,0.004
3.47,153,2.8,255.7,0.36,0.61,2.258,0,0.24,0,1.69,719,2.7,52,0.95,25.125,15.8,146,2,6.73,2.42,1.4,523,3,0.004
1.74,168.6,2.8,208.2,0.36,0.57,0.521,0,0.2,0,1.38,393,1,32,0.66,25.125,8.8,169,2,6.86,2.54,0.7,435,4.25,0.004
1.645,124.2,2.8,243.5,0.28,0.66,0.68,0,0.19,0,1.155,587.5,11.45,35.5,0.57,25.125,14,122.5,0.5,6.83,1.71,1,407.5,4.25,0.004
1.6475,315,15.7,579.3,0.6,1.28,6.434,0.0224,0.22,0.79,0.77,1745,15.4,29,1.63,38,22.9,415,4,6.29,4.84,3.4,440,4.25,0.004
1.6475,0,10.8,716.4,0.24,0.67,4.642,0.0223,0.15,0.72,0.1,4179,0.4,27,0.88,40.5,50.2,285,3,3.93,2.02,6.6,449,4.25,0.004
1.6475,40.6,9.4,515.7,0.07,0.48,5.924,0,0.25,0.54,0.66,1952,10.5,24,0.84,19.5,34.5,368,2,4.92,1.78,3,205,4.25,0.004
1.6475,142.8,3,238.1,0.35,0.61,2.178,0,0.25,0,1.79,708,1.8,66,0.92,22,16.8,137,3,6.87,2.21,0.8,663,4.25,0.004
1.6475,164.4,11.9,775.2,0.37,0.91,5.555,0.0164,0.15,0.76,0.78,2286,1.5,17,1.34,29.4,24.6,304,2,5.72,3.68,3.3,256,4.25,0.004
1.6475,0,7.7,753.4,0.24,0.57,3.736,0.0182,0.15,0.61,0.11,3791,0.3,21,0.85,40.5,51.5,298,2,3.90,1.75,5.5,283,4.25,0.004
1.6475,16,5.4,568.5,0.05,0.45,4.486,0,0.21,0.4,1.11,1940,1.6,13,0.77,21.1,49.1,298,1,4.61,1.66,2.6,180,4.25,0.004
1.6475,146.8,1.75,274.9,0.35,0.63,2.1035,0,0.21,0,1.59,708,0.65,48.5,0.94,23.85,32.6,143,3,6.77,2.345,1.5,525.5,4.25,0.004
3.3,150.2,1.3,305,0.36,0.64,2.236,0,0.21,0,1.59,714,0.3,46,0.94,25.125,15.7,150,3,6.80,2.38,0.8,447,3,0.004
2.44,112.8,4,265,0.3,0.64,0.805,0,0.18,0.02,1.03,656,2.2,48,0.58,25.125,12.3,124,3,6.57,1.67,0.5,446,4.25,0.004
1.6475,122.6,11.5,672.7,0.4,0.78,5.412,0.0148,0.18,0.69,0.74,2468,1.2,21,1.08,25,17.1,268,3,5.50,3.21,3.6,255,4.25,0.004
1.6475,0,7.05,621.3,0.28,0.45,3.475,0,0.195,0.525,0.16,3689.5,2.35,16,0.715,38.7,30.7,293,2,3.94,1.365,6.45,251,4.25,0.004
1.6475,10,5.2,505.1,0.19,0.45,4.527,0,0.14,0.37,1.11,2032,1.2,23,0.73,18.5,21.3,291,2,4.56,1.67,2.9,208,4.25,0.004
1.6475,146.8,3.2,275.8,0.33,0.61,2.203,0,0.21,0.02,1.59,746,0.3,37,0.88,22.9,12.8,143,4,6.67,2.27,1.6,388,4.25,0.004
2.32,161.2,1.5,209,0.32,0.51,0.527,0,0.18,0,1.28,407,0.2,37,0.61,25.125,9,178,3,6.87,2.34,0.7,421,4.75,0.004
1.6475,83.3,8.2,567.5,0.335,0.61,4.801,0,0.18,0.485,0.82,2113,1.4,27,0.97,22.25,29.2,193,3.5,5.48,2.48,3.35,270.5,4.25,0.004
1.6475,0,5.2,402,0.17,0.34,3.908,0,0.14,0.22,1.16,1576,0,0,0.6,18.4,12.8,217,2,4.69,1.22,1.7,125,4.25,0.004
1.6475,144.4,1.7,399,0.33,0.59,2.36,0,0.21,0.02,1.61,735,4.2,45,0.88,23.6,10,164,3,6.70,2.23,1.1,363,4.25,0.004
4.42,145.8,1.7,280,0.35,0.6,2.41,0,0.22,0.02,1.61,743,6.1,46,0.9,25.125,20.8,168,3,6.41,2.27,1.1,410,3.25,0.004
3.005,110.8,1.4,266,0.285,0.61,0.833,0,0.19,0,1.105,629.5,2.9,61,0.56,25.125,12.45,150.5,3,6.36,1.625,0.4,434,4.25,0.004
1.6475,95.4,9,519,0.29,0.59,5.34,0,0.2,0.46,0.9,1793,4.81,19,1.02,21.9,17.2,206,2,5.53,2.4,2.2,179,4.25,0.004
1.6475,0,5.5,480,0.27,0.33,4.204,0,0.17,0.38,0.32,2460,0.03,20,0.64,31.5,21.2,261,2,3.93,0.88,3.7,186,4.25,0.004
1.6475,7.2,3.8,380,0.14,0.31,2.288,0,0.18,0.23,1.22,1385,2.89,0,0.63,17.3,19.4,214,1,4.60,1.1,1.4,108,4.25,0.004
1.6475,175.5,2.05,275.5,0.34,0.6,1.869,0,0.215,0.02,1.59,735.5,12.27,53,0.89,22.75,15.8,181.5,3,6.41,2.27,0.9,358.5,4.25,0.004
1.6475,108,8.5,481.2,0.35,0.59,4.525,0,0.31,0.44,1.02,1726,29.1,23,1.01,21.6,15.4,211,3,5.77,2.39,0.2,213,4.25,0.004
1.6475,0,8,525.4,0.28,0.28,4.336,0,0.2,0.35,0.31,2358,7.2,22,0.64,28.4,36,245,2,4.11,0.81,2.5,326,4.25,0.004
1.6475,9.6,4.9,351.9,0.15,0.3,2.44,0,0.21,0.25,1.09,1327,5.3,14,0.62,16.5,34.9,207,2,4.73,1.08,5.4,257,4.25,0.004
1.6475,139.6,4.4,311.2,0.35,0.58,2.448,0,0.24,0.02,1.62,739,28.3,50,0.89,23,28.3,158,3,6.38,2.2,2.5,403,4.25,0.004
1.6475,112.6,6.9,431,0.33,0.6,5.962,0,0.24,0.45,1.09,1471,21,21,1.09,21.9,20,192,2,5.94,2.37,1.9,164,4.25,0.004
1.6475,0,6.2,441,0.28,0.29,5.036,0,0.19,0.36,0.27,2200,11,19,0.66,29.2,30,226,2,4.11,0.81,4.1,255,4.25,0.004
1.6475,10.8,4,309,0.14,0.28,4.747,0,0.21,0.24,1.13,1201,5,0,0.63,16,20,219,1,4.75,0.96,1.5,94,4.25,0.004
1.6475,143.1,2.5,267,0.335,0.6,2.7325,0,0.225,0.02,1.695,732.5,39.5,40,0.885,23.45,20,183.5,4,6.35,2.28,0.95,345.5,4.25,0.004
1.6475,0,6.8,470,0.28,0.3,7.313,0,0.18,0.38,0.25,2395,1.1,15,0.71,21,30,216,1,4.14,0.86,3.5,188,4.25,0.004
1.6475,14.2,3.4,310,0.11,0.28,6.622,0,0.18,0.23,1.19,1199,6.5,18,0.66,15.1,10,186,1,4.92,0.93,1.2,105,4.25,0.004
1.6475,145.4,2.7,260,0.32,0.6,3.335,0,0.23,0.03,1.72,694,64.3,38,0.9,24.1,10,196,3,6.38,2.25,1,301,4.25,0.004
0.99,164,1.7,210,0.32,0.52,1.175,0.1336,0.19,0.02,1.31,381,15.6,52,0.6,25.125,30,238,4,6.57,2.45,0.8,425,3.5,0.004
1.06,122.2,2.4,270,0.28,0.62,1.515,0,0.18,0.04,1.15,612,2.9,71,0.55,25.125,40,207,5,6.27,1.71,1,560,4.25,0.004
0.77,149.2,2.4,270,0.34,0.61,3.824,0,0.24,0.04,1.74,718,57.5,44,0.89,25.125,10,202,4,6.35,2.29,0.7,342,2.5,0.004
1.6475,122,8.8,402,0.36,0.57,4.554,0,0.18,0.22,1.33,984,63,25,1.2,21,23,256,3,5.86,2.21,2.1,221,4.25,0.004
1.6475,24,4.7,271.5,0.17,0.295,3.7835,0,0.14,0.125,1.5,900.5,27.5,6,0.63,14.65,22.5,262,3.5,4.88,0.99,1.65,222,4.25,0.004
1.6475,155,2.8,289,0.36,0.67,2.841,0,0.24,0.03,1.79,681,73,26,0.96,23.5,17,246,3,6.25,2.57,1.5,300,4.25,0.004
1.06,159,2.6,246,0.36,0.67,2.842,0,0.23,0.03,1.76,688,73,37,0.94,25.125,12,261,4,6.12,2.56,1.4,367,4,0.004
1.18,167,2.1,177,0.34,0.57,0.987,0.1,0.17,0,1.38,349,33,42,0.62,25.125,16,282,4,6.41,2.71,2.1,401,4.75,0.004
1.6475,152,8.1,362,0.41,0.66,4.555,0,0.18,0.22,1.46,1029,2.7,26,1.39,24,17,217,2,6.23,2.54,1,213,4.25,0.004
1.6475,0,8.8,444,0.2,0.25,5.496,0,0.09,0.33,0.34,2030,2.7,36,0.64,24.5,17,258,5,4.08,0.7,1,628,4.25,0.004
1.6475,21,4.6,290,0.14,0.3,4.313,0,0.13,0.18,1.57,907,2.7,27,0.67,14.5,17,230,2,4.91,1.03,1,256,4.25,0.004
1.6475,152.5,3.25,225,0.37,0.68,2.8125,0,0.23,0.035,1.77,644,2.7,67,0.96,23.5,17,203,4,6.41,2.6,1,692,4.25,0.004
1.6475,160.5,9.2,464,0.415,0.705,4.299,0,0.18,0.305,1.285,1173,2.7,24.5,1.425,24.5,17,264.5,1.5,6.02,2.8,1,287.5,4.25,0.004
1.6475,0,9.1,472,0.21,0.24,5.097,0,0.12,0.34,0.34,1966,2.7,49,0.64,24.5,17,250,4,4.01,0.66,1,637,4.25,0.004
1.6475,223,2.9,273,0.36,0.67,2.788,0,0.24,0.03,1.82,664,2.7,54,0.96,24.6,17,159,2,6.66,2.61,1,542,4.25,0.004
1.6475,134,10.9,550,0.34,0.69,4.926,0,0.13,0.38,1.13,1496,2.7,39,1.39,23,17,246,4,5.80,2.79,1,347,4.25,0.004
1.6475,0,12.2,488,0.27,0.28,4.277,0,0.12,0.42,0.28,2033,2.7,94,0.68,24.6,17,234,11,4.17,0.81,1,994,4.25,0.004
1.6475,26.5,6.3,375.5,0.13,0.35,3.8605,0,0.15,0.23,1.28,1219,2.7,16.5,0.74,16,17,243.5,3,4.91,1.245,1,265,4.25,0.004
1.6475,158,3.4,262,0.37,0.66,2.717,0,0.25,0,1.76,644,2.7,70,0.96,23,17,137,4,6.91,2.53,1,610,4.25,0.004
1.39,163,3.4,237,0.35,0.67,2.666,0,0.22,0,1.73,662,0.9,75,0.95,25.125,4,141,4,6.91,2.54,0.7,693,4.25,0.004
0.49,173,2.6,175,0.35,0.56,0.906,0,0.18,0,1.32,353,0,43,0.63,25.125,2,178,4,7.13,2.66,0.4,453,4.25,0.004
1.6475,206,13.6,548,0.46,0.85,3.288,0,0.12,0.43,0.79,1347,21,29,1.56,28,12,267,3,6.29,3.49,3.2,301,4.25,0.004
1.6475,0,11.7,512,0.27,0.26,4.908,0,0.09,0.44,0.19,2051,0.8,36,0.69,24,66,227,4,4.14,0.78,4.7,478,4.25,0.004
1.6475,25,6.4,395,0.15,0.33,3.686,0,0.16,0.25,1.33,1164,28,0,0.77,15.5,12,268,3,4.91,1.19,1.9,171,4.25,0.004
1.6475,160,3,232.5,0.355,0.665,2.496,0,0.22,0,1.745,672.5,0.05,60.5,0.96,23.75,3,139.5,3.5,6.96,2.525,0.45,650.5,4.25,0.004
1.6475,146.8,6,481,0.25,0.56,3.457,0,0.05,0.37,0.58,1688,2.7,81,0.97,25.125,17,227,4,6.35,2.29,1,1250,4.25,0.004
1.6475,146.8,4,390,0.09,0.36,3.457,0,0.04,0.27,0.87,1571,2.7,36,0.6,25.125,17,227,2,6.35,1.36,1,478,4.25,0.004
1.6475,146.8,2.7,239,0.35,0.65,3.457,0,0.22,0,1.74,681,2.7,52,0.94,25.125,17,227,2,6.35,2.47,1,735,4.25,0.004
1.6475,146.8,8.4,541,0.48,0.88,3.457,0,0.08,0.38,0.5,1837,2.7,111,1.32,25.125,17,227,8,6.35,3.83,1,1898,4.25,0.004
1.6475,146.8,7.1,472,0.26,0.29,3.457,0,0.07,0.37,0.12,2410,2.7,92,0.73,25.125,17,227,5,6.35,0.86,1,1668,4.25,0.004
1.6475,146.8,4.9,371,0.06,0.35,3.457,0,0.05,0.3,1.03,1389,2.7,39,0.66,25.125,17,227,1,6.35,1.31,1,544,4.25,0.004
1.6475,146.8,4.2,274,0.37,0.65,3.457,0,0.25,0,1.72,704,2.7,64,0.96,25.125,17,227,3,6.35,2.51,1,800,4.25,0.004
1.6475,146.8,9.1,568,0.47,1.04,3.457,0,0.12,0.4,0.71,1701,2.7,111,1.62,25.125,17,227,8,6.35,4.38,1,1788,4.25,0.004
1.6475,146.8,6.4,510,0.29,0.36,3.457,0,0.05,0.46,0.1,2448,2.7,28,0.84,25.125,17,227,1,6.35,1.12,1,520,4.25,0.004
1.6475,146.8,5.2,429,0.06,0.4,3.457,0,0.04,0.38,0.68,1488,2.7,44,0.75,25.125,17,227,2,6.35,1.5,1,639,4.25,0.004
1.6475,146.8,2.7,257,0.39,0.68,3.457,0,0.2,0,1.7,687,2.7,38,0.99,25.125,17,227,1,6.35,2.63,1,571,4.25,0.004
0.45,166,1.9,199,0.33,0.55,0.87,0,0.19,0,1.35,378,0,37,0.61,25.125,7,169,2,6.85,2.6,0.3,422,5.5,0.004
1.6475,305,30.2,956,0.59,1.39,5.35,0,0.18,1.13,0.53,1776,96,85,1.68,36.5,47,360,5,6.15,5.63,4.4,804,4.25,0.004
1.6475,36,8,502,0.05,0.385,4.4335,0,0.065,0.36,0.69,1444,10,36.5,0.715,16.1,11,369.5,3.5,4.82,1.455,1.55,372,4.25,0.004
1.6475,155,2.6,421,0.45,0.67,2.587,0,0.31,0,1.76,703,1,102,1.02,22.5,15,140,2,6.76,2.59,0.4,693,4.25,0.004
1.6475,146.8,13.7,608,0.49,1.19,3.457,0,0.2,0.58,0.81,1395,2.7,211,1.83,25.125,17,227,20,6.35,4.37,1,3889,4.25,0.004
1.6475,146.8,7.4,564,0.15,0.41,3.457,0,0.09,0.44,0.64,1466,2.7,175,0.83,25.125,17,227,11,6.35,1.46,1,1906,4.25,0.004
1.6475,146.8,2.7,263,0.42,0.71,3.457,0,0.23,0,1.73,726,2.7,66,1.04,25.125,17,227,3,6.35,2.71,1,823,4.25,0.004
1.6475,146.8,3.3,280,0.39,0.7,2.495,0,0.22,0,1.71,709,2.7,78,1.01,25.125,17,227,3,6.35,2.66,1,869,4.25,0.004
1.6475,146.8,3.3,352,0.48,0.73,2.582,0,0.3,0,1.72,692,2.7,68,1.12,25.125,17,227,3,6.35,2.8,1,923,4.25,0.004
0.84,144,2.2,299,0.38,0.66,2.592,0,0.24,0,1.78,708,0.4,51,0.98,25.125,5.7,142,2,6.04,2.62,0,504,3.25,0.004
0.53,177,2,210,0.37,0.53,0.897,0,0.2,0,1.4,530,0,36,0.64,25.125,5,166,2,6.14,2.71,0,452,6.25,0.004
0.97,165,2.2,271,0.41,0.72,2.541,0,0.25,0,1.78,648,1,47,1.04,25.125,8,142,2,6.17,2.75,0.4,467,4.5,0.004
0.57,178,1.4,196,0.41,0.6,0.746,0,0.18,0,1.39,424,2,38,0.69,25.125,5,167,2,6.44,2.87,0.3,417,7,0.004
1.6475,146.8,10.3,940,0.43,1.15,6.954,0,0.22,0.4,5.84,1526,2.7,147,1.75,25.125,17,227,19,6.35,4.5,1,1702,4.25,0.004
1.6475,146.8,11.9,974,0.17,1.14,3.906,0,0.14,0.46,2.38,1238.5,2.7,153,1.15,25.125,17,227,14,6.35,3.33,1,1918,4.25,0.004
1.6475,146.8,9,635,0.22,1.05,7.085,0,0.11,0.31,4.04,1787,2.7,64,1.78,25.125,17,227,7,6.35,4.13,1,1387,4.25,0.004
1.6475,146.8,8.6,855,0.25,1.01,4.066,0,0.13,0.68,2.06,1238.5,2.7,47,1.17,25.125,17,227,3,6.35,3.1,1,676,4.25,0.004
1.6475,146.8,7.1,509,0.05,0.88,6.263,0,0.16,0.31,6.73,1541,2.7,66,1.01,25.125,17,227,3,6.35,3.02,1,833,4.25,0.004
1.6475,146.8,3.6,369,0.44,0.72,2.488,0,0.25,0,1.76,647,2.7,70,1.07,25.125,17,227,3,6.35,2.75,1,961,4.25,0.004
1.6475,146.8,5.5,424,0.04,0.69,5.332,0,0.14,0.3,5.03,1358,2.7,71,0.95,25.125,17,227,4,6.35,2.38,1,943,4.25,0.004
0.92,171,0.9,251,0.43,0.75,2.512,0,0.22,0,1.78,645,2,36,1.07,25.125,13,176,2,6.71,2.88,0.5,442,3.25,0.004
0.6,178,0.7,205,0.42,0.62,0.667,0,0.18,0,1.4,404,1,30,0.7,25.125,12,198,2,6.88,2.99,0.3,529,5.25,0.004
1.6475,44,5.45,445,0.135,0.62,5.245,0,0.245,0.3,4.135,1234.5,3,30,0.975,23.5,15,293.5,3.5,4.92,2.185,1.25,320,4.25,0.004
1.6475,266,14.4,589,0.95,1.38,7.894,0,0.45,0.61,2.78,1576,2.7,31,2.02,39.5,17,527,5,5.73,4.92,1,489,4.25,0.004
1.6475,42.5,6.6,439.5,0.065,0.605,6.147,0,0.185,0.36,3.235,1410.5,2.7,20.5,0.95,21.75,17,330,2,4.83,2.085,1,258,4.25,0.004
1.6475,225,11.5,506,0.52,1.17,7.616,0,0.46,0.46,3.19,1322,2.7,17,2.02,35.5,17,425,2,5.69,4.2,1,17,4.25,0.004
1.6475,41.5,6.5,478,0.065,0.625,6.7105,0,0.225,0.38,2.735,1526,2.7,17.5,0.955,21,17,218,2,4.84,2.125,1,17.5,4.25,0.004
1.6475,139,23.55,1207.5,0.805,1.31,5.0485,0,1.07,0.76,4.29,1612,2.7,58,2.135,40.25,17,292.5,8.5,5.70,4.84,1,58,4.25,0.004
1.6475,35,9.4,737,0.2,0.77,6.663,0,0.53,0.49,2.59,2049,2.7,30,1.02,24,17,368,4,4.69,2.9,1,30,4.25,0.004
1.6475,159,10,509,0.31,1.1,7.253,0,0.55,0.49,4.02,1601,2.7,23,2.04,32.5,17,252,2,5.88,4.06,1,23,4.25,0.004
1.6475,0,8.7,860,0.27,1,6.452,0,0.2,0.79,0.73,1238.5,2.7,0,1.14,50.5,17,248,1,3.90,2.94,1,0,4.25,0.004
1.6475,44.5,5.6,518.5,0.075,0.64,7.0885,0,0.475,0.405,2.57,1707.5,2.7,30.5,1.01,21.75,17,360.5,2,4.91,2.24,1,30.5,4.25,0.004
1.6475,162,9.4,532,0.27,1,7.626,0,0.44,0.43,3.9,1424,39,0,1.94,31,12,245,1,5.88,3.82,1.4,0,4.25,0.004
1.6475,0,9.2,829,0.28,0.98,6.775,0,0.19,0.81,0.7,1238.5,3,21,1.14,39.5,40,226,2,4.08,2.92,6,21,4.25,0.004
1.6475,41.5,5.5,485.5,0.07,0.595,7.451,0,0.37,0.365,2.205,1579,48,0,0.965,20.5,18,344,1,4.92,2.075,1.6,0,4.25,0.004
1.37,168,2.6,267,0.4,0.72,2.701,0,0.22,0,1.81,603,31,37,1.01,25.125,9,190,2,6.40,2.79,0.4,37,3.75,0.004
1.19,183,2.3,202,0.4,0.62,0.871,0.1,0.19,0,1.36,361,0,46,0.69,25.125,7,217,3,6.59,2.97,0.2,46,5,0.004
6.925,90,6,323,0.22,0.495,0.518,0,0.23,0.085,1.19,729,2.5,194.5,0.87,17,9.65,125.5,19.5,6.50,1.545,0,1359,2.25,0
3.515,159,8.5,297.5,0.24,0.505,0.4535,0,0.225,0.04,1.285,726.5,1.5,160,0.93,17,9.65,105,18,6.51,1.58,0,1437,1.75,0
24.615,197,6.5,311.5,0.205,0.54,0.2925,0,0.21,0.025,1.295,717.5,0.5,433,0.985,16,9.65,50,28,7.80,1.665,1,2367,1.25,0
56.575,217,6,482,0.195,0.5,0.2595,0,0.165,0.05,1.09,724.5,29.5,702,0.95,16,9.65,19.5,24,8.86,1.55,1,3443.5,1,0
11.32,189,6,541,0.21,0.525,0.211,0,0.175,0.065,1.05,667,143,631,1.015,17.5,9.65,85,15,6.64,1.685,2,1490,1.75,0
11.54,93.05,7,432,0.19,0.51,0.5425,0,0.19,0.03,0.795,633,154,190,0.98,18,9.65,74,20,6.26,1.62,2,1214,1.25,0
11.725,177,5.5,420,0.19,0.505,0.187,0,0.18,0.025,1.01,653,104,225.5,0.975,16,9.65,73.5,15,6.89,1.6,2.5,1601,1.5,0
18.465,188,6.5,343,0.195,0.515,0.052,0,0.195,0.02,0.98,655,8.5,297,1.01,15.5,9.65,78.5,19.5,7.12,1.59,0,2010,1.5,0
36.9,217,7,333,0.16,0.485,0.134,0,0.2,0.035,0.945,644.5,16,395,0.92,15,9.65,75.5,26,6.81,1.5,1,2798,1.5,0
40.545,219,9,347,0.1,0.46,0.276,0,0.2,0.04,0.94,661,1.5,481,0.925,15,9.65,53,32,7.48,1.44,0,4207.5,1,0
13.185,195,13.5,401,0.155,0.47,0.296,0,0.23,0.04,0.97,696.5,16,289.7,0.925,16,9.65,137,23,6.30,1.34,0,1884.5,1.25,0
21.99,265,7.5,973,0.195,0.545,0.5185,0.065975,0.255,0.23,0.47,650.5,246.5,289.7,0.8,23,9.65,314.5,24,6.25,1.78,2,1884.5,1.5,0
4.72,84,7.8235,460,0.21,0.49,0.842,0.0179,0.19,0.12,1.13,597,139,107,0.9,17,9.65,109,13,6.54,1.64,2,835.5,2.5,0
5.98,87,8,343,0.22,0.52,0.616,0,0.22,0.07,1.26,591,36,145,0.99,16,9.65,95,16,6.55,1.69,2,979,1.5,0
6.26,84,8,304,0.26,0.55,0.325,0,0.9,0.06,1.38,579,1,139,1.02,16,9.65,107,22,6.57,1.75,0,1043,1.75,0
